/minioData/goodman/train_data/pure_noise_24k/train/---1_cCGK4M.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/--65x-naOz0.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/--9VR_F7CtY.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/--Jcz_RawUA.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/--Xn_Zfv9sQ.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/--iFD6IyQW8.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-02m1Zi-IXI.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-0A8-330SIo.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-1P1hc8M6Qg.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-1bchAh0bCk.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-1s84_2Vn4g.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-24NCAbGKic.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2C9ZpNhIvg.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2LJWaL2PuA.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2O81UETcwY.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2TZaKCPT-E.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2Ys4Mrt_38.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2fPmEGj2sc.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-2mQca5Tcak.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-3G-bs5JaW8.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-4-87UgJcUw.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-4N3GjgnIQ0.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-4VGeJyXHyM.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-4lQUW1lF1E.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-4wjU1nWdjQ.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-57HFVMR3ro.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-5AkgPTVovM.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-5c_jfqIhLw.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-5uvLueizAw.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-64ZmjOBlE8.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/-6AOy8GAMpM.wav,10.0
