file_dir,duration
/minioData/goodman/train_data/pure_noise_24k/train/55Q5nD-vWRc.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/door_Freesound_validated_202515_68.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/TVnPHecDF8M.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/oPmZ6Z7gJSg.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/L8ZXJXS5rXE.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/fan_Freesound_validated_201037_0.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/xQuvb_wecxI.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/O0BOG8Qz9Og.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/LxQYwpdB4gE.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/yOO9UmPZfns.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/XXmxZdWEfDU.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/2tF8E3WGxkk.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/NRxYGrM39KI.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/HUXeXLYnFW0.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/dwEmyrYazAk.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/door_Freesound_validated_132839_2.wav,10.000020833333334
/minioData/goodman/train_data/pure_noise_24k/train/X0GWoQ8OvkU.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/IoQdLCdqceo.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/k6SJMaL5K0Q.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/Ymqcc9MCR5E.wav,10.001
/minioData/goodman/train_data/pure_noise_24k/train/l09pIPX3Y-c.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/wkfLObflZxY.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/C-cbnTrryv0.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/17W3-Qey8J8.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/H4Y8cc9satE.wav,10.0
/minioData/goodman/train_data/pure_noise_24k/train/v_hEQhtthhA.wav,10.0
